UGAS,Ultrain,https://github.com/ultrain-os/ultrain-core-for-open-source
DRGN,Dragonchain,https://github.com/dragonchain/dragonchain
CMT,CyberMiles,https://github.com/cybermiles/cybermiles-token
NOAH,Noah Coin,https://github.com/NoahFoundation/NoahCoin
VTC,Vertcoin,https://github.com/vertcoin-project/vertcoin-core
OCN,Odyssey,
FTM,Fantom,https://github.com/Fantom-foundation/VirtualMachine
IOTX,IoTeX,
NRG,Energi,https://github.com/energicryptocurrency/electrum-energi
NXS,Nexus,https://github.com/Nexusoft/Nexus
SMART,SmartCash,https://github.com/SmartCash/Core-Smart
RNT,OneRoot Network,
EDO,Eidoo,
BNK,Bankera,https://github.com/Bankera-token/BNK-ETH-Contract
MITH,Mithril,https://github.com/mithio/mithril-smart-contract
MFT,Mainframe,https://github.com/MainframeHQ/onyx
PART,Particl,https://github.com/particl/particl-core
TCT,TokenClub,
LAMB,Lambda,https://github.com/LambdaIM/proofDP
FET,Fetch AI,
NEBL,Neblio,https://github.com/NeblioTeam/neblio
ETZ,Ether Zero,https://github.com/etherzero-org/go-etherzero
GTO,Gifto,https://github.com/GIFTO-io/GiftoSmartContract
WICC,WaykiChain,https://github.com/WaykiChain/WaykiChain
MDA,Moeda Loyalty Points,https://github.com/moedabank/moeda
REQ,Request,https://github.com/RequestNetwork/Request_SmartContracts
NEC,Nectar Token,https://github.com/ethfinex/nectar
CS,CREDITS,https://github.com/NetworkModule/NetworkModule
SLT,Smartlands,https://github.com/Smartlands-Platform/SLT
MAN,Matrix AI Network,https://github.com/MatrixAINetwork/WhitePaper
TEL,Telcoin,https://github.com/telcoin/ico
ABT,Arcblock,https://github.com/ArcBlock/ArcBlock-Token
ETHOS,Ethos,
KAN,BitKan,
EDR,Endor Protocol Token,https://github.com/EndorCoin/endor-blockchain-data-pipeline
INC,Influence Chain,https://github.com/InfluenceChain/influencechain-web
GVT,Genesis Vision,https://github.com/GenesisVision/platform-contracts
TOSC,T.OS,https://github.com/tos-project/TOSC
CLAM,Clams,https://github.com/nochowderforyou/clams
RDN,Raiden Network Token,https://github.com/raiden-network/raiden
SRN,Sirin Labs Token,https://github.com/sirin-labs/crowdsale-smart-contract
SMT,SmartMesh,https://github.com/SmartMeshFoundation/SmartMesh_iOS
GO,GoChain,https://github.com/gochain-io/netstats
AUTO,Cube,
REN,REN,https://github.com/renproject/renproject.io
BRD,Bread,https://github.com/breadwallet/breadwallet-core
BZNT,Bezant,
ANT,Aragon,https://github.com/aragon/aragon-core
C20,CRYPTO20,https://github.com/cryptotwenty/smartcontracts
BZ,Bit-Z Token,
EVX,Everex,https://github.com/EverexIO/EVXToken
OST,OST,https://github.com/OpenSTFoundation/openst-platform
GNO,Gnosis,https://github.com/gnosis/gnosis.js
NKN,NKN,https://github.com/nknorg/nkn-client-js
XPX,ProximaX,https://github.com/proximax-storage/mongo-go-driver
WGR,Wagerr,https://github.com/wagerr/HTML5-Wallet
HYC,Hycon,https://github.com/Team-Hycon/hycon-core
SKY,Skycoin,https://github.com/skycoin/skycoin
TKN,TokenCard,https://github.com/tokencard/MultiSigWallet
GUSD,Gemini Dollar,https://github.com/gemini/dollar
XIN,Infinity Economics,https://github.com/InfinityEconomicsPlatform/wallet-source
FSN,FUSION,https://github.com/FUSIONFoundation/dcrm-go
MTL,Metal,
STORM,Storm,https://github.com/StormX-Inc/crowdsale
IGNIS,Ignis,
DCN,Dentacoin,https://github.com/dentacoin/aftercare-app-android
GRIN,Grin,https://github.com/mimblewimble/grin
XAS,Asch,https://github.com/sqfasd/asch
BCV,BitCapitalVendor,https://github.com/bitcv/bitcv_dot_one
CHX,Own,https://github.com/Chainium/Chainium
ETNXP,Electronero Pulse,https://github.com/electronero-pulse/electroneropulse
ADX,AdEx,https://github.com/AdExBlockchain/adex-core
LOC,LockTrip,https://github.com/LockChainLtd/DApp-MVP
LBA,Libra Credit,https://github.com/libracredit/LibraTokenSale
EMC2,Einsteinium,https://github.com/emc2foundation/qt-wallet-emc2
CONI,Coinbene Token,
DTR,Dynamic Trading Rights,
DATA,Streamr DATAcoin,https://github.com/streamr-dev/engine-and-editor
EDG,Edgeless,https://github.com/EdgelessCasino/Smart-Contracts
NAV,NavCoin,https://github.com/NAVCoin/navcoin-core
EURS,STASIS EURS,https://github.com/STASISNET/STASIS-EURS-token-smart-contract
MEDX,MediBlocX,https://github.com/medibloc/erc20
MDS,MediShares,https://github.com/MediShares/MDSToken
PPC,Peercoin,https://github.com/peercoin/peercoin
BLOCK,Blocknet,https://github.com/BlocknetDX/blocknet
DMT,DMarket,https://github.com/suntechsoft/dmarket-smartcontract
POE,Po.et,https://github.com/poetapp/poet
UTT,United Traders Token,https://github.com/UnitedTraders/uttoken
SALT,SALT,https://github.com/unyo/saltcoin
EMC,EmerCoin,https://github.com/emercoin/emercoin
WABI,Tael,
RCN,Ripio Credit Network,https://github.com/ripio/rcn-network
DDD,Scry.info,
ROX,Robotina,https://github.com/Robotinaico/token
XYO,XYO Network,https://github.com/XYOracleNetwork/xyo-solidity
RUFF,Ruff,https://github.com/RuffNotes/RuffChain
CRPT,Crypterium,
VIA,Viacoin,https://github.com/viacoin/viacoin
PHX,Red Pulse Phoenix,https://github.com/Red-Pulse/neo-gui-rpx
BLZ,Bluzelle,https://github.com/njmurarka/bluzelle
SCRL,Scroll Token,
MTC,Docademic,https://github.com/Docademic/Docademic-ICO
APIS,APIS,https://github.com/Oxchild/crowdsale
TERN,Ternio,https://github.com/Ternio/stellarterm
HPB,High Performance Blockchain,
TKY,THEKEY,https://github.com/thekeygithub/MVP
UTK,UTRUST,https://github.com/utrustdev/speedtracker
FLO,FLO,https://github.com/flo-blockchain/florincoin
NMC,Namecoin,https://github.com/Namecoin/namecoin-core
UTNP,Universa,https://github.com/UniversaBlockchain/universa
HYDRO,Hydro,https://github.com/HydroBlockchain/smart-contracts
VEE,BLOCKv,https://github.com/BLOCKvIO/contracts
SNGLS,SingularDTV,https://github.com/ConsenSys/singulardtv-contracts
SNM,SONM,https://github.com/sonm-io/core
QRL,Quantum Resistant Ledger,https://github.com/theQRL/
BTU,BTU Protocol,
DTA,DATA,https://github.com/Blockchain-DATA/smart_contract
LEND,ETHLend,https://github.com/ETHLend/DAPP
TRAC,OriginTrail,https://github.com/OriginTrail/ot-node
ACT,Achain,https://github.com/Achain-Dev/Achain
INS,Insolar,https://github.com/insolar/insolar
PEPECASH,PepeCash,
LEO,LEOcoin,https://github.com/Leocoin-project/LEOcoin
TNB,Time New Bank,https://github.com/fanxiong/crowdsale-contracts
QLC,QLC Chain,https://github.com/qlcchain/
YOU,YOU Chain,
UBQ,Ubiq,https://github.com/ubiq/go-ubiq
XSN,Stakenet,https://github.com/X9Developers/XSN
PAI,Pchain,https://github.com/pchain-org/pchain-pub
ITC,IoT Chain,https://github.com/ZhuoAppSofeware/itc-blockchain
CVNT,Content Value Network,
VIBE,VIBE,https://github.com/amack2u/VibeHub
KEY,Key,https://github.com/bihu-id/bihu-contracts
PMA,PumaPay,https://github.com/pumapayio/pumapay-token
UIP,UnlimitedIP,https://github.com/linkentertainments/UnlimitedIP-Token
DROP,Dropil,https://github.com/Dropil/Token
COSS,COSS,
SBD,Steem Dollars,https://github.com/steemit/steem
FOAM,Foam,https://github.com/f-o-a-m/
ARN,Aeron,https://github.com/aeronaero/aeron
DNT,district0x,https://github.com/district0x/name-bazaar
BFT,BnkToTheFuture,https://github.com/BankToTheFuture/bft
XDN,DigitalNote,https://github.com/DigitalNoteXDN/digitalnote
DLT,Agrello,https://github.com/Agrello/Delta-Contracts-API
MET,Metronome,https://github.com/autonomoussoftware/metronome.io
BEAM,BEAM,https://github.com/BeamMW/beam
TNT,Tierion,https://github.com/tierion/-
AMB,Ambrosus,https://github.com/ambrosus/ambrosus-protocol
CCCX,Clipper Coin Capital,
NPLC,Plus Coin,https://github.com/Onther-Tech/pluscoin-crowdsale
ZIP,Zipper Network,
GRFT,Graft Blockchain,https://github.com/graft-project/GraftNetwork
MGO,MobileGo,
CNN,Content Neutrality Network,https://github.com/cnntoken/CNNApplication
MED,Medibloc,https://github.com/Medibloc/crowdsale
MANNA,Manna,https://github.com/mannacurrency/manna-legacy
AST,AirSwap,https://github.com/airswap/contracts
NLG,Gulden,https://github.com/Gulden/gulden-official
RHOC,RChain,https://github.com/rchain/rchain
APPC,AppCoins,https://github.com/Aptoide/AppCoins
DOCK,Dock,
WPR,WePower,https://github.com/WePowerNetwork/wepower-contracts
DEC,Darico Ecosystem Coin,https://github.com/darico-coin/darico-contract
BOS,BOScoin,https://github.com/bosnet/sebak
PLR,Pillar,https://github.com/pillarwallet/PillarToken
TUBE,BitTube,
POA,POA Network,https://github.com/poanetwork/poa-network-consensus-contracts
BURST,Burst,https://github.com/PoC-Consortium/burstcoin
MOC,Mossland,https://github.com/realityreflection/MossCoin
KEY,SelfKey,https://github.com/SelfKeyFoundation/Identity-Wallet
FOTA,Fortuna,
ECA,Electra,https://github.com/Electra-project/electra-desktop
GNX,Genaro Network,https://github.com/GenaroSanada/Genaro
JNT,Jibrel Network,https://github.com/jibrelnetwork/jibrel-contracts
SOC,All Sports,
GTC,Game,https://github.com/GameLeLe/trade-addr-tx-service
EVN,Envion,https://github.com/envion/Smart-Contracts
RFR,Refereum,
LUN,Lunyr,https://github.com/Lunyr/crowdsale-contracts
GMB,GMB,
UT,Ulord,https://github.com/UlordChain/UlordChain
ZRC,ZrCoin,
BAY,BitBay,https://github.com/dzimbeck/BitBay
DCT,Decent,
MOBI,Mobius,https://github.com/mobius-network/mobius-node
CPC,CPChain,https://github.com/CPChain/cpchain
SPND,Spendcoin,https://github.com/Spend/Spend-Business
DBC,DeepBrain Chain,
DX,DxChain Token,https://github.com/DxChainNetwork/dxchain-token-contracts
GAME,GameCredits,https://github.com/gamers-coin/GameCredits
VITE,Vite,https://github.com/vitelabs/go-vite
CZR,CanonChain,https://github.com/canonchain/canonchain
MTH,Monetha,https://github.com/monetha/magento
NIX,NIX,https://github.com/NixPlatform/NixCore
WWB,Wowbit,
IHT,IHT Real Estate Protocol,
LBC,LBRY Credits,https://github.com/lbryio/lbry
BPT,Blockport,https://github.com/Blockport/tokensale
PPP,PayPie,
ORME,Ormeus Coin,
FUEL,Etherparty,https://github.com/etherparty/FUEL-Contracts
CDT,Blox,https://github.com/CoinDashio/sale_contracts
YOYOW,YOYOW,
ZCL,Zclassic,https://github.com/z-classic/zclassic
NPX,Napoleon X,https://github.com/ProjectNapoleonX/SmartContract-ICO
HIT,HitChain,
YCC,Yuan Chain Coin,https://github.com/yuanchain/yuanchain
INT,Internet Node Token,https://github.com/intfoundation/INTchain
DTX,DaTa eXchange Token,https://github.com/DataBrokerDAO/databrokerdao-dapi
DERO,Dero,https://github.com/deroproject/dero
BITCNY,bitCNY,
VIB,Viberate,https://github.com/viberate/Contract
SUB,Substratum,https://github.com/substratum-net/smart-contract
MWAT,Restart Energy,https://github.com/TransylvaniaHighTech/RestartEnergyICO
GSE,GSENetwork,
PASC,Pascalcoin,https://github.com/PascalCoin/PascalCoin
SEELE,Seele,https://github.com/seeleteam/go-seele
LCC,Litecoin Cash,https://github.com/litecoincash-project/litecoincash
SWFTC,SwftCoin,https://github.com/SwftCoins/SwftCoin
DAPS,DAPS Token,https://github.com/DAPScoin/DAPSBot
SPANK,SpankChain,https://github.com/spankchain/token-vault
LGO,Legolas Exchange,https://github.com/ouziel-slama/CryptoAddress
CLB,Cloudbric,https://github.com/Cloudbric-Project/Cloudbric-Contracts
OAX,OpenANX,https://github.com/openanx/OpenANXToken
ADT,adToken,https://github.com/AdChain/AdMarket
PST,Primas,https://github.com/primasio/primas-api-sdk-go
JEX,Jex Token,
PNT,Penta Network Token,https://github.com/pentaglobal/penta
NCASH,Nucleus Vision,https://github.com/NucleusVision/smartcontracts
USDS,StableUSD,
BAX,BABB,
ONION,DeepOnion,https://github.com/deeponion/deeponion
LOKI,Loki Network,https://github.com/loki-project/loki
EOSDAC,eosDAC,https://github.com/eosdac/
ALIS,ALIS,https://github.com/AlisProject/ico-contracts
DBET,DecentBet,https://github.com/decent-bet/dbet-wallet
SWM,Swarm Fund,https://github.com/swarmfund/swarm-psim
MDT,Measurable Data Token,https://github.com/measurabledatatoken/-
POLIS,Polis,https://github.com/polispay/polis
MER,Mercury,https://github.com/SigwoTechnologies/-
AOG,smARTOFGIVING,https://github.com/smartofgiving/AOG
ROBET,RoBet Coin,
SINS,SafeInsure,https://github.com/safeinsure/sins-coin
LYM,Lympo,
KAT,Kambria,https://github.com/kambria-platform/kambria-contracts
BTX,Bitcore,https://github.com/LIMXTEC/BitCore
BKBT,BeeKan / Beenews,
LYL,LoyalCoin,
LA,LATOKEN,https://github.com/ElKornacio/contracts-early
PLBT,Polybius,
AID,AIDUS COIN,
XMX,XMax,https://github.com/XMaxPlatform/xmax-mainchain
XCP,Counterparty,https://github.com/CounterpartyXCP/counterparty-lib
POT,Potcoin,https://github.com/potcoin/potcoin
VIPS,VIPSTARCOIN,https://github.com/VIPSTARCOIN/cpp-ethereum
EDRC,EDRCoin,https://github.com/EDRCoin/EDRcoin-src
B2B,B2BX,
$PAC,PACcoin,https://github.com/PACCommunity/PAC
NTK,Neurotoken,
STACS,STACS Token,https://github.com/Gibraltar-Blockchain-Exchange/rock-token
LTO,LTO Network,https://github.com/legalthings/lto-api.js
AC3,AC3,https://github.com/ac3world/AC3
MLN,Melon,https://github.com/melonproject/protocol
UKG,Unikoin Gold,https://github.com/unikoingold/UnikoinGold-UKG-Contract
TRIO,Tripio,https://github.com/thetripio/trio
SIX,SIX Network,https://github.com/thesixnetwork/stellarterm
SHIFT,Shift,https://github.com/ShiftNrg/shift-hydra
INK,Ink,https://github.com/inklabsfoundation/inkchain
SHIFT,Shift,https://github.com/ShiftNrg/shift-hydra
NGC,NAGA,https://github.com/nagadevelopment/contracts
HXRO,Hxro,
EVR,Everus,https://github.com/everusworld/-
BEAT,BEAT,https://github.com/beat-its/smart-contracts
FTI,FansTime,
EDR,E-Dinar Coin,https://github.com/edinar-dev/edinarcoin
TRTL,TurtleCoin,https://github.com/turtlecoin/turtlecoin
AURA,Aurora DAO,https://github.com/aurorau/RTI_Project
GRID,Grid+,https://github.com/gridplus/simple-token-sale
MT,MyToken,
BOX,ContentBox,https://github.com/BOXFoundation/bch-wallet
SKB,Sakura Bloom,
DACC,DACC,
BHPC,BHPCash,
BTO,Bottos,https://github.com/Bottos-project/bottos
PORTAL,Portal,
EBC,EBCoin,https://github.com/ebcoin/EBCoin
COB,Cobinhood,https://github.com/cobinhood/cobinhood-api-public
SPC,SpaceChain (ERC-20),https://github.com/spacechain/SpaceChainOS
YEE,Yee,
GEN,DAOstack,https://github.com/daostack/arc
CPX,Apex Network,https://github.com/APEX-Network/ai
OWC,Oduwa Coin,https://github.com/ODUWAX/oduwacoin
SZC,ShopZcoin,https://github.com/shopzcoin/shopzcoin
WINGS,Wings,
WCT,Waves Community Token,
DGX,Digix Gold,https://github.com/mrenoon/2582fba7b4d457d80f7d37520aabbc08
ZPT,Zeepin,https://github.com/zeepin/neo
TFD,TE-FOOD,
IOC,I/O Coin,https://github.com/IOCoin/DIONS
ENTRP,Hut34 Entropy,https://github.com/hut34/docs-public
CREDO,Credo,
CAJ,Cajutel,
XPM,Primecoin,https://github.com/primecoin/primecoin
INK,Ink,https://github.com/inklabsfoundation/inkchain
COLX,ColossusXT,https://github.com/ColossusCoinXT/ColossusCoinXT
GET,GET Protocol,https://github.com/GUTSTickets/ico
PAL,PAL Network,https://github.com/policypalnet/crowdsale-contract
BCPT,BlockMason Credit Protocol,https://github.com/blockmason/credit-protocol
PRG,Paragon,https://github.com/paragon-coin/token
NIM,Nimiq,https://github.com/nimiq-network/core
DTB,Databits,
BLK,BlackCoin,https://github.com/CoinBlack/blackcoin
PRO,Propy,
LINDA,Linda,https://github.com/theLindaprojectinc/Linda
XHV,Haven,https://github.com/havenprotocol/haven
NEU,Neumark,https://github.com/Neufund/platform-frontend
UPP,Sentinel Protocol,
QNTU,Quanta,
XBX,Bitex Global XBX Coin,
CVT,CyberVeinToken,
ZP,Zen Protocol,https://github.com/zenprotocol/zen-wallet
BWX,Blue Whale,https://github.com/BlueWhaleFoundation/prometheus-kubernetes
UCT,Ubique Chain of Things (UCOT),https://github.com/UCOT/IoT-chain
EVN,EvenCoin,https://github.com/evencoinevn/Evencoin
DIVI,Divi,https://github.com/Divicoin/Divicoin
HST,Decision Token,https://github.com/HorizonState/token-sale
GCR,Global Currency Reserve,https://github.com/globalcurrencyreserve/gcr
DPY,Delphy,https://github.com/DelphyProject/ReactNative_Delphy_POC
PIB,Pibble,https://github.com/Pibble-io/pibble-core
FREC,Freyrchain,https://github.com/Freyrchain/FREC
QUN,QunQun,
REM,REMME,https://github.com/Remmeauth/remme-core
NTY,Nexty,https://github.com/nextyio/Nextypay-gateway
XPC,eXPerience Chain,
BAAS,BaaSid,
GIN,GINcoin,https://github.com/gincoin-dev/gincoin-core
GCC,Global Cryptocurrency,https://github.com/TheGCCcoin/TheGCCcoin-source-code
GENE,Gene Source Code Token,https://github.com/GeneSourceCodeChain/GeneSourceCodeDAG
XSPEC,Spectrecoin,https://github.com/spectrecoin/spectre
DIME,Dimecoin,https://github.com/dime-coin/dimecoin
PPY,Peerplays,https://github.com/BunkerChainLabsInc/peerplays-profitshare
TAU,Lamden,https://github.com/Lamden/cilantro
XST,Stealth,https://github.com/StealthSend/Stealth
CBT,CommerceBlock Token,https://github.com/commerceblock/ocean
BMC,Blackmoon Crypto,https://github.com/blackmoonfg/bmc-contract
ZCN,0chain,
LIFE,LIFE,
GST,GrEarn,https://github.com/GrEARN/GST-contract
ADM,ADAMANT Messenger,
PHR,Phore,https://github.com/phoreproject/Phore
USE,Usechain,https://github.com/usechain/
XAUR,Xaurum,https://github.com/XaurumTeam/XaurumOnEthereum
AVA,Travala.com,https://github.com/travala/AVA-token
CRW,Crown,https://github.com/Crowndev/crown-core
AT,ABCC Token,
CLOAK,Cloakcoin,https://github.com/CloakProject/CloakCoin
CHE,Crypto Harbor,https://github.com/CryptoHarbor/CryptoHarborExchange
ABL,Airbloc,https://github.com/airbloc/token
WCO,Winco,https://github.com/WincoCrypto/contract
SKM,Skrumble Network,https://github.com/Skrumble/js-sdk
CAG,Change,https://github.com/nelsonic/coin-change
FTC,Feathercoin,https://github.com/FeatherCoin/Feathercoin
MOF,Molecular Future,
BEET,Beetle Coin,https://github.com/beetledev/BeetleCoin
ZCO,Zebi,https://github.com/zebidata/zebicrowdsale
CRC,CrowdCoin,https://github.com/crowdcoinChain/Crowdcoin
SNX,Synthetix,https://github.com/havven/havven
MRC,Meritcoins,https://github.com/meritcoins/MeritcoinsMaster
CAS,Cashaa,https://github.com/cashaadev/CashaaUi
DIM,DIMCOIN,https://github.com/danmakucn/ico
DMD,Diamond,https://github.com/DMDcoin/Diamond
SWTH,Switcheo,
TKS,Tokes Platform,
BGG,Bgogo Token,
NOS,nOS,https://github.com/nos/client
BRZC,Breezecoin,https://github.com/BreezeDeMarUK/BreezeCoin
AID,AidCoin,https://github.com/AidCoinCo/aidcoin
BOX,BOX Token,https://github.com/boxproject/box-Authorizer
NCT,PolySwarm,https://github.com/polyswarm/perigord
HLC,HalalChain,
LQD,Liquidity Network,https://github.com/liquidity-network/revive
CVN,CVCoin,
TWIST,TWIST,https://github.com/TWISTproject/
HYN,Hyperion,
BIS,Bismuth,https://github.com/hclivess/Bismuth
LEV,Leverj,https://github.com/leverj/token-sale
AAA,AAAchain,
EDN,Edenchain,
UBT,Unibright,
OTO,OTOCASH,
RADS,Radium,https://github.com/RadiumCore/radium-0.11
LET,Linkeye,https://github.com/linkeye/linkeye
CV,carVertical,https://github.com/carVertical/ico
ATN,ATN,https://github.com/ATNIO/atn_lib
XEL,XEL,https://github.com/xel-software/xel-lite-wallet
SMLY,Smileycoin,
ECTE,EurocoinToken,
CHAT,ChatCoin,
KICK,KickCoin,https://github.com/kickico/contracts
QCH,QChi,https://github.com/qch-qchi/developers
DIP,Etherisc,https://github.com/etherisc/InsurableCryptoWallet
ION,ION,https://github.com/ionomy/ion
ZSC,Zeusshield,
DPN,Dipnet,
PRE,Presearch,https://github.com/PresearchOfficial/PRE-Token
PLA,PlayChip,
ZMN,ZMINE,
PND,Pandacoin,https://github.com/DigitalPandacoin/pandacoin
SDC,SDChain,https://github.com/SDChain/SDChain-Core
WEBD,webdollar,
HORUS,HorusPay,
EKT,EDUCare,
ZAP,Zap,https://github.com/zapproject/FeedArbitration
BITG,Bitcoin Green,
THC,Hempcoin,https://github.com/hempcoin-project/THC
VGW,VegaWallet Token,
DCC,Distributed Credit Chain,
IMT,MoneyToken,https://github.com/MoneyToken/MTSmartContract
LUX,LUXCoin,https://github.com/LUX-Core/lux
SLX,Slate,https://github.com/slatecurrency/Mediapack
PTN,PalletOneToken,https://github.com/palletone/go-palletone
SLR,Solarcoin,https://github.com/solarcoin/solarcoin
LND,Lendingblock,https://github.com/lendingblock/etherwallet
MUE,MonetaryUnit,https://github.com/muecoin/MUE
EXP,Expanse,https://github.com/expanse-project/go-expanse
SEM,Semux,https://github.com/semuxproject/semux-core
WSX,WeAreSatoshi,https://github.com/WeAreSatoshi/WeAreSatoshi2
ECOM,Omnitude,https://github.com/alvaradojl/swisscomomnitude
DADI,DADI,https://github.com/dadi/api
GARD,Hashgard,
KARMA,KARMA Coin,https://github.com/KarmaApp/eos-karma-tokens
